restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location
Aaha Family Restaurant,2.9,150,31,0,0,0,0,1,0,Vijayawada
Aahaar Fast Food Court & Restaurant,3.8,150,42,1,1,1,0,0,0,Varanasi
Àahaar Multi Cuisine Restaurant,3,150,17,1,0,0,0,0,0,Vijayawada
Aahar,3.9,100,31,0,1,1,0,0,0,Lucknow
Aahar,4.1,50,22,0,1,0,0,0,0,Kota
Aahar,4.2,150,35,1,1,0,0,0,1,Agra
Aahar Bhojnalaya,3.4,100,44,0,1,1,0,0,0,Patna
Aahar Punjabi Dhaba,3.5,150,20,0,1,0,0,0,0,Vellore
Aahar Restaurant,4.1,150,45,0,1,0,0,1,0,Kolkata
Aahar Restaurant,4.2,150,42,1,0,0,1,0,0,Nagpur
Aahar Restaurant (Unit of Lokenath Caterer),4,200,28,0,1,0,0,1,0,Durgapur
Aahar Snacks Parlour,3.6,150,48,1,0,1,1,0,0,Surat
Aahar The Rail Coach Restaurant,3.8,200,21,1,1,1,1,0,0,Amravati
Aahar Veg Family Restaurant,3.8,300,25,1,1,0,0,0,0,Jamshedpur
Aahar Vihar,4.2,100,33,0,1,0,0,1,0,Allahabad
Aahare Kolkata,4.2,200,58,0,1,0,0,0,0,Mumbai
Aaheli - The Peerless Inn,4,250,42,0,0,0,0,0,0,Kolkata
Aaheli Express- The Peerless Inn,4.1,100,45,0,0,0,0,0,1,Durgapur
Aaheli Fresh Foods,4,150,53,0,0,1,1,1,0,Siliguri
Aai Chinese,3.8,100,22,0,0,0,0,0,0,Jalgaon
Aai Chya Hatache,3.9,150,34,0,0,0,0,0,0,Nashik
Aaicha Swayampak Maharashtrian Restaurant,4,100,36,0,1,0,0,0,0,Nagpur
Aaichi Athvan Parcel Point,3.6,300,43,0,0,0,0,0,0,Nashik
Aaichi Shidori 24*7,4.1,150,54,0,1,0,0,0,0,Nagpur
Aaiye Jnaab Khaiye,3.8,100,39,0,1,1,0,0,0,Haridwar
Aakash Hotel,3.6,100,33,0,1,0,0,0,0,Siliguri
Aakash Sweets Namkeen & Fastfood,4,50,41,0,0,0,0,0,0,Rajkot
Aala Biryani,3.8,100,52,0,1,0,0,1,0,Kolkata
Aali Re Thali,4.2,100,29,0,1,0,0,0,0,Lucknow
Aalishan Pan and Parlour,4.1,100,23,0,0,0,1,0,0,Bhavnagar
Aalishan Restaurant,3.9,300,27,0,1,0,0,1,0,Kolkata
Aama Ko Kitchen,3.6,10,38,0,0,1,0,0,0,NCR
Aamantran Fast Food,4.2,150,31,0,0,1,1,0,0,Ahmedabad
Aamantran Pure Veg,4.2,200,37,0,1,0,0,0,0,Hyderabad
Aamantran Restaurant,4.2,200,25,1,1,0,1,0,0,Indore
Aamar Bangla Restaurant,3.8,100,56,0,0,0,0,0,0,Kolkata
Aamchi Mumbai,4.3,250,32,0,0,1,1,0,0,Indore
Aamhi Marathi,3.8,150,25,0,0,0,0,1,0,Vadodara
Aamhi Pohekar,4.6,150,14,0,0,0,1,0,0,Pune
Aami Bangali,3.6,150,27,0,1,0,0,1,0,Kolkata
Aami Bangali,3.8,100,33,0,0,0,0,0,0,Jamshedpur
Aami Bangali Restaurant,3.9,150,38,0,0,0,0,0,0,Ranchi
Aami Bangali Restaurant,4.4,200,24,0,1,0,0,0,0,Asansol
Aaminia Biryani,3.2,100,27,0,1,0,0,1,0,Siliguri
Aamio Petuk,4,150,24,0,0,0,0,0,0,Ranchi
Aamis,3.1,250,46,0,1,0,1,0,0,Guwahati
Aamrapali Sweets And Fast Food,4.2,200,45,1,1,1,1,0,0,Lucknow
Aanand Sweets,4,100,33,0,0,0,0,0,1,Saharanpur
Aananda Multi-Cuisine Pure Veg Restaurant,3.9,100,24,0,1,0,0,1,0,Warangal
Aangan,3.3,200,33,1,1,0,0,0,0,Meerut
Aangan,4,100,26,1,0,0,0,0,0,Lucknow
Aangan Cafe,4,150,31,0,1,1,1,0,0,Jalandhar
Aangan Restaurant & Bar,4.3,150,40,0,1,1,0,0,0,Dehradun
Aao G Khao G,3.6,300,34,0,1,0,0,0,0,Bhubaneswar
Aao Ji Haryana Dhaba,4.3,200,23,1,1,0,0,0,0,Allahabad
Aao Sa Pavitra Bhojnalaya,3.9,100,35,0,1,0,0,0,0,Jaipur
Aaojee Khaojee,3.6,150,22,0,1,0,0,0,0,Raipur
Aap Ki Chai,3.8,150,46,0,0,0,1,0,0,Kolkata
Aap Ki Khaatir,3.9,200,23,0,1,0,0,0,0,Aligarh
Aapka Apna Pizza,3.8,100,30,0,0,1,0,0,0,Bareilly
Aapka Apna Restaurant,4,150,26,0,1,0,0,0,0,Indore
Aapki Apni Rasoi,3.8,350,35,1,1,1,1,0,0,Ludhiana
Aapki Rasoi,4.1,250,38,0,1,0,0,0,0,Indore
Aapno Pizza,3.5,150,30,0,0,1,0,0,0,Dehradun
Aapno Rajasthan,4.3,200,30,0,1,0,0,0,0,Kolkata
Aar Kay Vaishno Dhaba,4.4,200,25,0,1,0,0,0,0,Jalandhar
Aaradhana Restaurant,3.2,100,33,1,1,1,0,0,0,Ujjain
Aaradhya Dhaba,3.1,100,41,0,1,1,0,0,0,Chandigarh
Aaradhya Sweets,3.6,150,28,0,0,0,1,0,0,Nashik
Aarian Atithya,3.8,150,55,0,1,1,0,0,0,Guwahati
Aarna's Restaurant,3.9,150,61,0,1,1,0,0,0,Kanpur
Aarnav -Pure Veg Family Restaurant,3.7,200,42,0,1,0,1,0,0,Nashik
Aarohi Food,2.8,150,32,0,1,0,0,1,0,Nagpur
Aarti Bhojanalya,3.7,150,36,0,1,0,0,0,0,Indore
Aaru Food Junction,4,100,40,0,0,0,0,0,0,Jabalpur
Aarush Kitchen's,3.6,100,22,0,0,0,0,0,0,Moradabad
Aarvam Regale & Cafe,4.3,350,28,1,1,0,0,0,0,Varanasi
Aarya's Kitchen,3.4,200,30,0,1,0,0,0,0,Amravati
Aarya's Spicy Food,4.3,100,38,0,1,0,0,0,0,Gorakhpur
Aashapura Dabeli,4.5,100,32,0,0,0,1,0,0,Rajkot
Aashirwaad Veg Family Restaurant,4.1,100,24,0,1,0,0,0,0,Bareilly
Aashirwad Kitchen,3.9,100,40,0,1,1,0,1,0,Lucknow
Aashirwad Restaurant,3.9,300,42,0,1,0,0,0,0,Delhi NCR
Aashirwad Restaurant,4.1,250,39,1,1,1,0,0,0,Guwahati
Aashirwad Restaurant & Dining Hall,3.5,150,32,0,1,0,0,0,0,Udaipur
Aasife & Brothers Biryani Center,4,150,30,1,1,0,0,1,0,Coimbatore
Aasife Biriyani,3.7,100,26,1,1,0,0,1,0,Tirunelveli
Aasife Biriyani,4,150,37,1,1,0,0,1,0,Coimbatore
Aasife Biriyani,4,200,29,0,1,1,0,1,0,Madurai
Aasife Biriyani,4.1,150,18,0,0,0,0,1,0,Trivandrum
Aasife Biriyani,4.2,200,46,1,1,0,0,1,0,Trichy
Aasife Biryani,3.7,100,20,0,0,0,0,1,0,Salem
Aasing's Kitchen,4.4,300,48,0,0,1,0,0,0,Pune
Aasman,4.2,100,26,0,1,1,0,0,0,Patna
Aasra Cafe Star,3.9,200,42,0,1,0,0,1,0,Mumbai
Aastha Bengali Mess,4.1,100,43,0,1,0,0,0,0,Bangalore
Aaswad,4.2,50,33,1,0,1,1,0,0,Mumbai
Aaswad Family Restaurant,3.3,100,26,0,1,0,0,0,0,Nagpur
Aaswad Family Restaurant,3.6,200,36,0,1,0,0,0,0,Nagpur
Aaswad Lunch & Dinner,4.1,100,24,1,1,0,0,1,0,Visakhapatnam
Aatha Kadai,3.9,50,25,1,0,0,0,0,0,Madurai
Aathale's,4.3,200,31,0,1,1,0,0,0,Kota
Aathira's Kitchen,4.2,150,29,0,1,1,0,0,0,Belgaum
Aatho Kadai,3.3,150,31,0,0,0,0,0,0,Chennai
Aayan's Kitchen,4.1,100,37,0,1,0,0,0,0,Mangalore
Aayushi's Panificio,4.1,200,42,0,0,1,0,0,0,Siliguri
Aazad,4.1,200,34,0,1,0,1,0,0,Ahmedabad
Aazebo,4.2,50,57,0,0,0,0,0,0,Hyderabad
Ab Chai Pe Charcha,3.2,50,25,0,0,1,1,0,0,Ahmedabad
Abar Baithak,4,250,48,0,0,1,0,0,0,Kolkata
Abar Khabo,3.5,100,54,0,1,0,0,1,0,Kolkata
Abar Khaboo,4.1,500,34,0,1,0,0,1,0,Kolkata
Abar Khaboo Roll Corner,4.1,150,42,0,1,0,0,0,0,Kolkata
ABB - Andrea's Bar & Brasserie,4.3,100,35,0,0,0,0,0,0,NCR
Abba Da Dhaba,3.5,150,31,0,1,0,1,1,0,Jalgaon
Abba's Dastarkhwaan,4,150,38,0,1,1,0,1,0,Dehradun
Abbasi Chicken Crunchy Bites,4.1,200,33,0,0,1,0,0,0,Gorakhpur
Abbott's Cafe N Bistro,4.3,200,35,0,0,1,0,0,0,Ludhiana
Abcos Food Plaza,4.5,250,50,0,1,0,0,1,0,Kolkata
Abdul Moradabadi Chicken Corner,3.3,100,23,0,1,0,0,1,0,Jalandhar
Abdullah Biryani House,3.6,150,33,0,1,0,0,1,0,Kanpur
Abhi Ruchilu,3.5,100,29,0,0,0,0,1,0,Hyderabad
Abhiayush Food Hub,3.9,200,60,0,0,0,0,0,0,Guwahati
Abhiman Pure Veg,4.3,300,34,1,1,1,0,0,0,Pune
Abhinandan,3.9,200,34,0,1,0,1,0,0,Kolkata
Abhinandan Restaurant,4,150,29,0,1,1,0,0,0,Udaipur
Abhinandan Veg Restaurant,4.2,150,32,0,1,0,0,0,0,Jabalpur
Abhiruchi Gruh Udyog,4.4,100,37,0,0,0,0,0,0,Nashik
Abhiruchi Swaghruha Foods,4.5,350,48,0,0,0,0,0,0,Hyderabad
Abhiruchi Veg Parcel Center,4.1,300,27,0,1,0,0,0,0,Jalgaon
Abhi's Kitchen,4,100,39,1,1,0,0,0,0,Warangal
Abhi's Kitchen & Foods,4.1,150,36,1,1,0,0,0,0,Nashik
Abhi's Kitchen Club,4.1,200,28,0,1,0,1,0,0,Amritsar
Abhi's Sugran,3.8,250,30,0,0,0,1,0,0,Nashik
Abhishek Bhel Puri,4.2,150,31,0,0,0,1,0,0,Ludhiana
Abhishek Chinese Corner,4.1,100,17,0,0,1,1,0,0,Amritsar
Abhishek Dhaba,3.8,300,26,0,1,0,0,0,0,Agra
Abhishek Non Veg Restaurant,4.3,250,34,0,1,1,0,1,0,Pune
Abhishek Sweets,3.6,100,22,0,0,0,1,0,0,Nashik
Abhishek Veg Restaurant,4.3,100,34,1,1,1,1,0,0,Pune
Abid's,4.2,100,34,0,1,0,0,1,0,Chennai
Above & Beyond By Country Express,4.3,350,25,0,1,0,0,0,0,Kota
Abraco,4,150,42,0,0,1,0,0,0,Goa
ABR's Kitchen,4.2,150,32,0,1,1,0,0,0,Allahabad
Ab's,4.3,200,33,0,1,0,0,1,0,Mumbai
AB's - Absolute Barbecues,3.1,150,38,0,1,0,0,1,0,Trichy
AB's - Absolute Barbecues,3.3,200,28,0,1,0,0,1,0,Coimbatore
AB's - Absolute Barbecues,3.4,300,30,0,1,0,0,1,0,Jalandhar
AB's - Absolute Barbecues,3.5,350,20,0,1,0,0,1,0,Vijayawada
AB's - Absolute Barbecues,3.6,100,20,0,1,0,0,1,0,Ranchi
AB's - Absolute Barbecues,3.6,150,35,0,1,0,0,1,0,Guwahati
AB's - Absolute Barbecues,3.6,200,49,0,1,0,0,1,0,Hyderabad
AB's - Absolute Barbecues,3.7,100,49,0,1,0,0,1,0,Chennai
AB's - Absolute Barbecues,3.7,150,50,0,1,0,0,1,0,Bangalore
AB's - Absolute Barbecues,3.7,350,28,0,1,0,0,1,0,Chandigarh
AB's - Absolute Barbecues,3.8,250,33,0,1,0,0,1,0,Nagpur
AB's - Absolute Barbecues,3.9,500,60,0,1,0,0,1,0,Kolkata
AB's - Absolute Barbecues,4,150,43,0,1,0,0,1,0,Pune
AB'S Kitchen,3.6,100,51,0,1,1,0,0,0,Kanpur
Ab's Potoba,4,250,27,0,1,0,0,0,0,Belgaum
Absolute Momo,4,100,46,0,0,1,0,0,0,Gorakhpur
Absolute Momo Cafe,4.2,200,42,0,0,1,0,0,0,Patna
Absolute Shawarma,3.4,150,24,0,0,1,0,0,0,Solapur
Absolute Shawarma,3.7,350,42,0,0,0,0,0,0,Bangalore
Absolute Shawarma,4,100,37,0,0,0,0,0,0,Patna
Absolute Shawarma,4,150,28,0,0,1,0,0,0,Gorakhpur
Absolute Shawarma,4,200,38,0,0,1,0,0,0,Kanpur
Absolute Tandoor,4.2,300,35,0,1,0,0,1,0,Siliguri
Absolute Thai,4.2,200,51,0,0,0,0,0,0,Chennai
Abu Al Baik,3.9,200,44,0,0,1,0,0,0,Surat
Abul Biryani,4.1,100,44,0,0,0,0,1,0,Kharagpur
Aburish Restaurant,3.8,300,23,1,1,0,0,1,0,Tirunelveli
Ace Bakers,4,100,38,0,0,0,0,0,1,Kanpur
ACE Food Zone,4,100,38,0,1,1,1,0,0,Jodhpur
Achal Restaurant Banquet & Cafe,3.8,200,40,0,1,1,0,0,0,Patna
Achanak Juice,4.2,200,30,0,0,0,0,0,0,Jaipur
Achariz Food,3.3,150,38,0,1,0,0,0,0,Nagpur
Achayathis Restaurant,4.1,300,47,1,0,0,0,0,0,Chennai
Achija,4.1,250,48,1,1,1,0,0,0,Mumbai
Achija Fast Food,3.9,200,47,0,0,1,1,0,0,Mumbai
Achman Foods,4.2,150,37,1,1,0,1,0,0,Agra
Acs -2,4.2,100,42,0,0,1,0,0,0,Ranchi
ACS 3,4.4,200,33,0,0,1,0,0,0,Ranchi
ACS Chinese Flavour,4,400,33,0,0,0,0,0,0,Kolkata
AD Momos,4,100,27,0,0,0,0,0,0,Ahmedabad
AD Momos,4,200,19,0,0,1,0,0,0,Ahmedabad
Ada - E - Haandi,4.2,100,48,0,1,0,0,0,0,NCR
Ada Sigdi Se,4.4,150,34,0,0,0,0,0,0,Chandigarh
Adalat Hotel,3.9,150,30,0,1,0,0,1,0,Gorakhpur
Adalat Hotel,4.1,250,29,0,0,0,0,0,0,Siliguri
Adam Bakers,3.7,100,49,0,0,1,0,0,1,Hyderabad
Adam's Kabab Shop,3.7,150,54,0,0,0,0,1,0,Kolkata
Adarsh Dhaba,3.7,150,15,0,1,0,0,1,0,Ludhiana
Adarsh Ji Bhojnalaya And Fast Food,3.5,200,42,0,1,0,0,0,0,Bhopal
Adarsh Meat Shop,3.6,100,22,0,1,0,1,0,0,Amritsar
Adarsha Hindu Hotel,4.2,250,44,0,1,0,0,0,0,Kolkata
Adda,4.1,200,35,1,1,1,0,0,0,Jaipur
Adda,4.3,250,64,0,1,0,0,0,0,Varanasi
Adda Ghar,3.7,200,57,0,1,0,1,0,0,Siliguri
Adda Unplugged,4.2,150,29,0,1,0,0,0,0,Bhubaneswar
Addy's Baithak,4.2,100,35,0,1,0,0,0,0,Indore
Addy's Burgers & Pizza,3.5,100,43,0,0,1,0,0,0,Haridwar
Adhikari Chinese Food,3.9,150,25,0,0,0,1,0,0,Chandigarh
Adhiya Beef Biriyani,3.1,200,41,1,0,0,0,0,0,Chennai
Adhiya Beef Biriyani,3.6,200,45,0,0,0,0,1,0,Chennai
Adi Dada Bhai Restaurant,3.3,250,35,0,1,0,0,0,0,Siliguri
Adi Kalpana Pice Hotel,3.5,100,26,0,1,0,0,0,0,Siliguri
Adi Sree Hari Mistanna Bhandar,4.3,100,47,0,0,0,1,0,0,Kolkata
Adiga's,3.7,150,29,1,1,0,1,1,0,Bangalore
Adihaah Dhaba Cafe,3.3,150,29,0,1,0,1,0,0,Sangli
Adihaah Restrocafe,3.1,100,26,0,0,0,1,0,0,Sangli
Adihaah Restrocafe,3.6,100,38,0,1,0,0,1,0,Sangli
Adil Biryani Centre,4.1,200,30,0,0,0,0,1,0,Kolkata
Adil Biryani Restaurant,4.1,250,39,0,1,0,0,1,0,Kolkata
Adingo,4,100,29,0,1,1,0,0,0,Rajkot
Adis Cafe,4,100,25,0,0,1,1,0,0,Kolhapur
Adi's Cafe N Dine,3.8,100,36,0,1,1,0,0,0,Jalandhar
Aditi,4.2,300,23,1,1,1,0,0,0,Mumbai
Aditi Baked House,4,50,37,0,0,0,0,0,1,Kanpur
Aditi Kitchen,4,300,40,1,1,0,0,0,0,Ranchi
Aditi Nasto & Chinese,4.1,200,39,0,0,0,1,0,0,Vadodara
Aditi Restaurant,4.1,100,38,1,1,0,0,1,0,Coimbatore
Aditri Veg Restaurant,4,150,34,1,1,1,1,0,0,Pune
Aditya Family Restaurant and Garden,4.1,150,33,0,1,0,0,1,0,Amravati
Aditya Foods,3.7,350,29,0,1,1,0,0,0,Jhansi
Aditya Mutton Bhakri,4,300,25,0,0,0,0,0,0,Nashik
Aditya Restaurant,4.1,150,30,0,1,0,0,0,0,Cuttack
Aditya Sweets,4.1,50,27,0,0,0,0,0,1,Moradabad
Aditya Tiffin service,3.8,300,41,0,1,0,0,0,0,Raipur
Adya's Multicuisine Restaurant,3.6,100,45,1,1,0,0,0,0,Jamshedpur
Aelicious Cafe,3.5,150,38,0,0,1,0,0,0,Agra
Aerodine Multicuisine Restaurant,3.7,150,35,0,1,1,0,0,0,Dehradun
"Aesthetic’s Nutrition - Healthy Food, Simplified",4.2,250,44,0,0,1,0,0,0,Bhopal
AFC,3.8,200,31,1,0,1,0,1,0,Kota
AFC,4.1,200,34,0,0,1,0,0,0,Lucknow
AFC - American Fried Chicken,4,200,33,0,0,1,0,0,0,Belgaum
AFC - American Fried Chicken,4.3,50,37,0,1,1,0,0,0,Jodhpur
Afc- Arti Food Court,4.4,200,32,0,1,1,1,0,0,Meerut
AFC Restaurant,4.1,100,27,0,0,1,0,0,0,Gorakhpur
Affordabowl,3.8,150,32,0,0,1,0,0,0,Mysore
Afghan Darbar Restaurant,4,400,31,0,1,0,0,1,0,Nagpur
Afghan Darbar Restaurant,4.4,150,47,0,0,0,0,0,0,NCR
Afghani Tandoori Hub,3.4,100,32,0,1,1,1,1,0,Bangalore
Aflatoon Misal,3.3,250,33,0,0,0,1,0,0,Nashik
Aflatoon Pavbhaji,3.2,50,24,1,1,0,1,0,0,Rajkot
Afra Tafri,4,150,33,0,1,1,0,0,0,Patna
Afraa,4.1,250,32,0,1,0,0,1,0,Patna
Afraa Deli,4.2,150,48,0,0,0,0,0,0,Kolkata
Afreen - Dine & Delivery,3.9,150,26,0,1,0,0,1,0,Lucknow
Afreen Chicken,3.5,250,24,0,0,0,1,1,0,Bikaner
Afroz's Kitchen,4,100,27,0,1,0,0,1,0,Bikaner
Afsar Bhai Kabab Corner,4.3,300,23,0,0,0,0,0,0,Bareilly
After Class Cafe,3.5,200,56,0,0,1,0,0,0,Allahabad
Afzal,4.1,250,41,0,1,0,0,1,0,Mumbai
Afzal Biryani,4.3,100,45,0,0,0,0,1,0,Kolkata
Afzal Restaurant,4,50,57,0,1,0,0,0,0,Mumbai
AG Ice Cream Parlour,4,50,30,0,0,0,0,0,0,Surat
AGA Heritage Club,4.1,250,22,0,1,0,0,0,0,Amritsar
AGAA Heritage,4,200,25,0,1,1,0,1,0,Amritsar
Agadbam,3.3,200,32,0,0,1,1,0,0,Rajkot
Agam Bakers,3.6,100,23,0,0,0,0,0,1,Lucknow
Agarwal Bakers,3.1,100,32,0,0,0,0,0,1,Gonda
Agarwal Bakery,3.4,200,35,0,0,0,0,0,1,Jaipur
Agarwal Bhel And Chat,3.6,350,31,0,0,1,1,0,0,Surat
Agarwal Bhojnalya-Hathras wale,3.8,400,30,0,1,0,0,0,0,Kanpur
Agarwal Cake House,3.9,50,22,0,0,0,0,0,1,Moradabad
Agarwal Caterers,4.4,100,21,0,0,1,1,0,1,Jaipur
Agarwal Chaat Corner,4.4,100,17,0,0,1,1,0,0,Jhansi
Agarwal Chat Bhandhar,4.1,250,24,1,0,0,1,0,0,Agra
Agarwal Fast Food Parlour,3.9,150,42,0,0,0,1,0,0,Jaipur
Agarwal Fast Food Pure Veg,4,200,22,0,1,0,0,0,0,Mumbai
Agarwal Food Court,3.9,250,21,1,1,1,1,0,0,Agra
Agarwal Mithai Bhandar,4.3,100,28,0,0,0,1,0,0,Ahmedabad
Agarwal Namkeen Bhandar,3.9,50,20,1,1,1,0,0,0,Bikaner
Agarwal Restaurant Sweets And Dairy,3.8,250,48,1,1,1,0,0,0,Agra
Agarwal Snacks,3.3,100,29,0,0,0,1,0,0,Nashik
Agarwal Sweet & Snacks,3.9,100,32,0,1,0,1,0,0,Asansol
Agarwal Sweet Palace,4.3,200,30,0,0,1,1,0,0,Coimbatore
Agarwal Sweets & Dairy,4,100,51,0,0,0,1,0,0,Agra
Agarwal's Kulfi N Roll,4.1,300,19,0,0,0,0,0,0,Mumbai
Agarwal's Pav Bhaji,4.2,150,38,0,0,0,1,0,0,Kolkata
Agarwals The Sweet Shop,3.8,100,28,0,0,1,1,0,0,Coimbatore
Aggarwal,3.8,100,32,0,1,0,0,0,0,NCR
Aggarwal Fast Food,3.5,50,37,1,1,0,1,0,0,Gonda
Aggarwal Hotel,3.2,200,34,0,1,0,0,0,0,NCR
Aggarwal Sweets,4,12,41,0,0,1,1,0,0,NCR
Aggarwal Sweets,4.1,150,48,0,0,1,1,0,0,Delhi NCR
Aggarwal Sweets,4.4,100,32,0,0,0,1,0,0,Delhi NCR
Aggarwal Vaishno Dhaba,4.1,200,24,0,1,1,0,0,0,Jalandhar
Aggarwal Vaishnu Dhaba,3.5,100,21,0,1,0,0,0,0,Patiala
Agra Biryani Hotspot,3.9,300,38,0,1,0,0,1,0,Agra
Agra Chat Bhandar,4,250,25,0,0,0,1,0,0,Ludhiana
Agra Chat Cafe,3.5,250,29,0,0,0,1,0,0,Agra
Agra Fast Food And Restaurant,3.8,100,31,1,1,0,0,0,0,Agra
Agra Jain Jalebi Bhandar,4.2,150,15,0,0,0,1,0,0,Kanpur
Agra Misthan Bhandar,3.9,100,33,0,0,0,0,0,0,Kota
Agra Mithai Ghar & Restaurant,4.2,100,19,0,0,0,1,0,0,Hyderabad
Agra Restaurant,4,100,45,0,1,0,0,1,0,Pune
Agra Sweet House,4.2,50,15,0,0,0,1,0,1,Kanpur
Agra Sweets,4.4,150,46,0,0,0,1,0,0,Hyderabad
Agra Vala Sweets,4.4,250,16,0,0,0,1,0,1,Kanpur
Agrawal Brothers Frankie,4.3,100,35,0,0,1,0,0,0,Surat
Agrawal Chat Bhandar,4.1,100,19,0,0,0,1,0,0,Jalgaon
Agrawal Dalwada House,3.8,250,19,0,0,0,1,0,0,Vadodara
Agrawal Ji Ke Parathe,3.6,100,35,0,1,0,0,0,0,Gorakhpur
Agrawal Lalaji Ghantewale,4.1,100,25,0,1,0,1,0,0,Indore
Agrawal Petha Bhandar,4,50,32,0,0,0,0,0,0,Kota
Agrawal 's Fast Food And Snacks,4.2,200,40,0,1,0,0,1,0,Goa
Agrawal Sweets,3.8,150,38,1,1,1,0,0,0,Gorakhpur
Agrawal Sweets And Restaurant,3.9,100,23,0,0,0,0,0,0,Bhopal
Agrawal's Kitchen,4.1,200,57,0,1,0,0,1,0,Bangalore
Agrawal's Rajbhog,4,150,33,0,1,0,0,0,0,Bhopal
Agrawal's Resturant,3.6,100,30,1,0,1,0,0,0,Gorakhpur
Agrawat Sweets,3.1,400,34,0,0,0,0,0,0,Jaipur
Agya Singh's Dhaba,4.3,100,26,0,1,0,0,0,0,Patiala
Aha Biryanis,4,200,26,0,0,0,0,1,0,Guntur
Aha Spice,4.2,350,13,1,0,0,0,0,0,Vijayawada
Ahaa Restaurant,3.6,100,25,0,1,0,0,1,0,Nellore
Ahalan Mandi,3.9,150,24,0,0,0,0,0,0,Alappuzha
Ahar Vaishno Dhaba,3.2,100,24,0,1,0,0,0,0,Siliguri
Aharam,4.1,200,28,0,1,0,0,0,0,Allahabad
Aharam Foods Private Limited,4.1,150,28,1,1,0,1,0,0,Allahabad
Ahare 8 Khana,4,150,30,0,1,0,0,0,0,Siliguri
Ahhaa! Prayagi,2.9,200,61,0,1,1,0,1,0,Allahabad
Ahling,4.3,150,31,0,0,0,0,0,0,Pune
Ahmad Raza Star Family Restaurant,4.3,200,27,1,0,0,0,0,0,Vijayawada
Ahmedabad Chicken Biryani,3.4,200,43,0,1,0,0,1,0,Ahmedabad
Ahmedi Hotel,3.9,100,36,0,1,0,0,1,0,Surat
Aho Punjab,3.9,150,25,0,1,0,0,0,0,Ahmedabad
Ahoban Food Corner,4,150,54,0,0,0,1,0,0,Kolkata
Ahuja Chana Bhatura,4.1,100,21,0,1,0,0,0,0,Jalandhar
Ahuja Chana Bhatura,4.3,150,14,0,1,0,0,0,0,Jalandhar
Ahuja Indian & Chinese Food Court,3.8,200,27,0,1,0,0,0,0,Dehradun
Ahuja Proteins,4.1,150,20,0,0,1,0,0,1,Bhopal
Ahuja Refreshment Center,3.9,150,23,0,0,1,0,0,0,Meerut
Ahuja Vegetarian Restaurant,3.6,250,27,0,1,0,0,0,0,Patiala
Ahuja's Kitchen,4,200,30,0,1,0,0,0,0,Jalandhar
Ahuja's Sweets & Dairy,4.1,150,23,1,0,0,1,0,0,Dehradun
Aibaik,3.7,100,31,0,0,1,0,0,0,Madurai
Aibaik,3.9,300,41,0,0,0,0,1,0,Madurai
Aieroc Resto Cafe,4,100,46,0,0,1,0,0,0,Indore
Aifa's Biriyani,3.2,200,33,0,1,0,0,1,0,Coimbatore
AIP - India's Burger,3.5,150,44,0,0,0,0,0,0,Lucknow
AIP - India's Burger,3.7,100,35,0,0,0,0,0,0,Lucknow
Air Flow Pizza,4,50,20,0,0,0,0,0,0,Bhopal
Air Lounge,3.8,100,41,0,1,1,0,0,0,Jabalpur
Air On Wheels,4.1,350,28,0,0,1,1,0,0,Gorakhpur
Airbus,4.3,500,31,0,1,0,0,0,0,Kanpur
Airport Bawarchi Restaurant,4.3,200,34,0,1,0,0,1,0,Hyderabad
Aiswarya Fresh Juice,4.2,100,30,0,0,0,0,0,0,Trivandrum
Aithey Biryani Restaurant,3.9,100,17,0,0,0,0,1,0,Vijayawada
Aizam Biryani Hub,3.7,100,35,0,0,0,0,1,0,Allahabad
Aizam's Food Treasure,4,250,46,0,1,0,0,0,0,Allahabad
AJ Cafe 91,3.8,50,47,0,1,0,0,1,0,Darbhanga
Aj Drive In,4.1,200,24,0,0,0,0,1,0,Visakhapatnam
AJ Fast Food And Restaurant,4.4,150,40,0,1,0,0,1,0,Dehradun
AJ Fresh Food,4,300,49,0,0,0,0,1,0,Jamshedpur
AJ Snacks,4,100,33,0,0,0,0,0,0,Coimbatore
Aja- Honestly Good Food,4.3,150,33,0,0,1,0,0,0,Chandigarh
Ajab Gajab Chat Bhandar,3.6,150,39,0,0,1,0,0,0,Jaipur
Ajanta,4.5,100,19,0,0,1,0,0,1,Bareilly
Ajanta Cafe & Restro,3.9,250,26,0,0,1,0,0,0,Jhansi
Ajanta Cold Drinks And Ice Creams,4.5,150,22,0,0,0,0,0,0,Belgaum
Ajanta Hotel,3.9,250,46,0,1,1,0,0,0,Kolkata
Ajanta Sweets And Bakes,4.4,100,24,0,0,1,1,0,1,Bareilly
Ajay Chicken Center,4,150,38,0,1,1,0,0,0,Jabalpur
Ajay Hotel,4,50,24,0,1,0,0,1,0,Vadodara
Ajay Khaste,3.8,200,21,0,0,1,1,0,0,Lucknow
Ajay's,3.8,100,16,0,0,0,0,0,0,Surat
Ajay's,4.1,150,20,0,0,1,0,0,0,Vadodara
Ajay's,4.1,150,25,0,0,0,0,0,0,Surat
Ajay's,4.3,100,22,0,0,0,0,0,0,Surat
Ajay's Burger,4.1,100,34,0,0,0,0,0,0,Vadodara
Ajay's Parivar Char Rasta,4.3,150,23,0,0,0,0,0,0,Vadodara
